type,link,title,text
news,https://theonion.com/what-to-know-about-gray-divorce/,What To Know About ‘Gray Divorce’,"According to researchers, “gray divorce,” a term referring to divorce occurring at age 50 or older, is on the rise. Here is what to know about the increasing divorce rate among older American couples.Q: What makes gray divorce different from regular divorce?A: Old people, who presumably have nothing left to live for, are doing it.Q: What is the divorce rate among elderly couples?A: Enough for twoTimemagazine covers and five segments onFox & Friends.Q: Why is it on the rise?A: The populace has turned its back on the Lord.Q: How is gray divorce affecting families?A: Adult children are being forced to juggle two nursing homes they don’t visit.Q: Can seeing a marriage counselor help?A: Sure, if you want, but they’re very hard to sleep with.Q: How can couples avoid gray divorce?A: By seeking a divorce while they’re still young.Q: When is the right time to ask for a gray divorce?A: He’s been dead for 20 years, grandma."
news,https://theonion.com/scientists-let-defrosted-neanderthal-run-around-shrieking-before-refreezing-him/,Scientists Let Defrosted Neanderthal Run Around Shrieking Before Refreezing Him,"SAN DIEGO—Appearing excited by a change of pace around the lab, researchers at the University of California, San Diego, reportedly laughed and cheered Friday as one of their perfectly preserved Neanderthal specimens regained consciousness and ran around shrieking after it was defrosted. “Releasing him from his cryochamber every so often is important to prevent loss of muscle mass, but the main reason we do it is just to watch him flail around and go absolutely nuts in a world he’s unfamiliar with,” said Professor Garret White, head of the cryogenics lab, who ducked as the Neanderthal flung a beaker, a liquid nitrogen tank, and an electron microscope across the room. “If we’re having a rough week, we may let him out two or even three times just to see the look on his face when he wakes up in the 21st century and has this instant existential breakdown. Our anthropological data suggests he was a feared pack leader around 40,000 years ago, so it’s particularly entertaining to see him get frustrated when the lab’s other Neanderthals, who are still frozen, don’t obey his commands to flay us alive.” White added that when it was time to refreeze the angry Neanderthal, researchers simply handed him a tablet computer and let TikTok’s algorithm lull him into total complacency."
news,https://theonion.com/north-carolina-family-informed-their-insurance-policy-voided-once-house-gets-wet/,North Carolina Family Informed Their Insurance Policy Voided Once House Gets Wet,"ASHEVILLE, NC—Saying he wished there was more he could do to help as he pointed out a clause that showed he didn’t have to, a representative from an insurance company explained to local residents Stan and Loretta Coleman on Thursday that their policy was voided the moment their house got wet. “Unfortunately, the coverage you paid for doesn’t extend to any situation where there is water in, on, or around your home,” said Pat Treacy, a claims adjuster at Countrywide Mutual Insurance who informed the Colemans that their policy had actually been voided the moment they first filled their bathtub or ran water from their sinks. “It’s industry standard, I’m afraid. Houses just aren’t meant to get wet. No insurance company anywhere would take on that kind of liability. If it’s possible to prove the house remained dry during the storm, and it just sort of fell down on its own, then maybe a case could be made for approving your claim.” Treacy went on to wish the Coleman family well and said he would keep an eye out for them on GoFundMe."
news,https://theonion.com/heartbroken-trump-clutches-limp-campaign-lawn-sign-washed-away-in-flood/,Heartbroken Trump Clutches Limp Campaign Lawn Sign Washed Away In Flood,"VALDOSTA, GA—Urging first responders to act quickly after he spotted the placard amongst the wreckage, a heartbroken Donald Trump clutched a limp campaign lawn sign Thursday that had been washed away by Hurricane Helene. “Please, hurry, we don’t have much time,” a visibly panicked Trump said during his visit to a storm-ravaged Georgia town, sobbing after he dropped to his knees, dug through a pile of flood debris, and uncovered a tattered piece of cardboard emblazoned with the words “TRUMP VANCE 2024.” “Stay with me, little buddy. You’re going to be okay. We’re going to fix you up as good as new and put you right back in your family’s front yard where you belong. Then we’ll win this election together. You’ll see!” At press time, sources confirmed Trump had been evacuated by Secret Service and placed under suicide watch after saying he could not allow the sign to die alone and that he would see it in heaven."
news,https://theonion.com/disturbing-video-shows-dunkin-hatchery-workers-tossing-male-donuts-into-industrial-grinder/,Disturbing Video Shows Dunkin’ Hatchery Workers Tossing Male Donuts Into Industrial Grinder,"CANTON, MA—Shining a light on the unsettling realities behind the foods we eat, a disturbing video shot by undercover activists and posted on YouTube Thursday reportedly shows workers at a Dunkin’ hatchery disposing of male donuts in an industrial grinder. “When a donut hatches at one of Dunkin’s production facilities, a professional donut sexer quickly separates the males from the females by squeezing out the donut’s filling and checking its out-turned anal vent for rudimentary male sex sprinkles,” said Boston-based pastry welfare advocate Addie Tapper, explaining that because male donuts are too chewy for human consumption, they’re discarded into the whirring blades of a machine that—as the activists’ footage shows—instantly shreds the hatchlings into lifeless, doughy pulp. “Dunkin’ claims the process is painless and humane, but this video clearly shows a cruller missing the chute and dying a slow, agonizing death on the ground. While it’s heartening to watch these activists secretly transport a handful of male donuts to a baked goods sanctuary in rural Vermont, millions more are dying barbaric deaths every day, all to satisfy America’s insatiable demand for pastry.” The video follows a government report last month that found stress among Coolattas living in filthy, cramped conditions causes the frozen beverages to brutally slurp one another to death."
news,https://theonion.com/vatican-dispatches-micro-missionaries-on-first-ever-trip-to-convert-native-bacteria/,Vatican Dispatches Micro-Missionaries On First-Ever Trip To Convert Native Bacteria,"VATICAN CITY—Saying the effort could bring the Lord’s message to an entirely different scale of life, the Vatican dispatched its first-ever micro-missionaries Wednesday on a trip to convert native bacteria. “The church teaches that God’s glory shines upon all living things, even the heathen E. coli and salmonella bacteria our microscopic pastors will be ministering to,” said Archbishop Francesco Giordano Cacia, who described the painstaking effort that went into outfitting the tiny missionaries with 0.1-micron-wide Bibles and crucifixes far smaller than a grain of sand so that the “benighted microorganisms” might be educated about concepts such as heaven, hell, and the Holy Trinity. “Just because they worship a massive piece of rotting fruit now doesn’t mean these unicellular beings cannot eventually achieve salvation through faith in Jesus Christ. They might lack organelles or an organized nucleus, but we all share in God’s abundant love.” At press time, the Vatican lamented that dozens of spear-wielding bacteria had killed every member of its first micro-mission."
news,https://theonion.com/tylenol-introduces-new-extra-strength-fainting-couch-for-feverish-women/,Tylenol Introduces New Extra-Strength Fainting Couch For Feverish Women,"MONTGOMERY, NJ—Touting faster relief from the symptoms of delirium common to women, Tylenol introduced a new extra-strength fainting couch Thursday for use by feverish consumers. “This fast-acting chaise longue promises instant relief from agonizing hysteria,” said Victoria Holmes, a spokesperson for Tylenol parent company Kenvue, adding that it was already the No. 1 doctor-recommended piece of furniture for patients in the throes of female mania. “Simply drape one hand over your forehead and lie back on the fever-reducing velvet divan for up to six hours of reprieve from the mental turmoil that comes with having no control over one’s emotions. Also suitable for treating aches and pains caused by a too-tight corset or injury from a dizzy spell.” Holmes added that in serious cases of the vapors, it was safe to combine with other remedies, such as having someone shake one’s shoulders while yelling, “Snap out of it!”"
news,https://theonion.com/texas-sex-ed-class-teaches-boys-how-to-cheat-on-pregnant-wife/,Texas Sex Ed Class Teaches Boys How To Cheat On Pregnant Wife,"RICHARDSON, TX—In an effort to help his students one day navigate the harsh realities of an adult relationship, local sex ed teacher Robert Emerson reportedly spent class Wednesday teaching male students how to cheat on their pregnant wives. “Over the 9 months a woman carries a child, her body will change a lot, making it all the more necessary for you to have a hot young slam piece to bang on the side,” Emerson said before telling the room full of seventh-grade boys that it was perfectly natural for a man whose wife is pregnant to want to send flirty messages to beautiful women on social media, give his number to a hot young waitress, or hit on his wife’s attractive younger sister. “At 3 months, you’ll want to keep things casual and mostly send sexually explicit photos to your ‘lady friend.’ Then, by 6 months, you’ll likely have escalated to meeting up on weeknights at a local motel. By 9 months, your wife will definitely be suspicious and demand to see your phone, but that’s when you gaslight her and tell her she’s crazy.” According to sources, Emerson later distributed sacks of flour to all his students to simulate what it’s like to be a father turning his young child against their mother after a divorce."
news,https://theonion.com/man-thinks-his-dog-is-office-mascot/,Man Thinks His Dog Is Office Mascot,"BURLINGTON, VT—Though the man is met with little more than polite smiles and indifferent nods as he brings his dog around from cubicle to cubicle, sources at Patterson Technologies confirmed Tuesday that employee Kyle Lutz thinks his 2-year-old terrier mix is the office’s mascot. “Everyone loves it when I bring Comet into work, and in a way, I think he represents what this place is all about,” said Lutz, who is apparently oblivious to the fact that three quarters of his coworkers do not know the name of his dog and many try to look busy as he walks past so they do not have to interact with the animal. “He has this go-getter spirit that perks everyone up, and his fresh attitude really reflects our office culture. I always tell HR they should have him sit in on job interviews, because if a candidate doesn’t love Comet, you’ll know right away they aren’t a good fit forthiscompany!” At press time, after bringing his dog into the sales team’s meeting with a potential client and hollering, “This little guy right here is what it’s all about!” Lutz had reportedly been fired."
news,https://theonion.com/jimmy-carter-holds-open-casket-birthday-party/,Jimmy Carter Holds Open-Casket Birthday Party,Content not found
news,https://theonion.com/high-school-quarterback-using-tire-swing-to-practice-putting-head-through-ct-scanner/,High School Quarterback Using Tire Swing To Practice Putting Head Through CT Scanner,"TYLER, TX—Honing his brain imaging-form until sundown most nights, local high school quarterback Brendan Porter has reportedly used a tire swing this week to practice putting his head through a CT scanner. “With the big game coming up, I’m putting in the hours on this tire and making sure I’m prepared to remove any metallic objects or jewelry before lying down on the CT table,” said Porter, explaining that the more he worked on his control and held his body still as it passed through the tire swing’s opening, the better chance he’d have of getting a clear image of his excessive brain swelling that doctors could read and make a diagnosis from. “My dad was a star high school concussion patient, so he’s been showing me the ropes. I’m hoping to get admitted to the same hospital he went to. Trust me, when game day arrives and I have to be treated for internal cranial bleeding, I’ll be ready.” At press time, sources confirmed Porter was pumping himself up for the big scan while suiting up in his hospital gown."
news,https://theonion.com/damn-thats-crazy-announces-fema-in-statement/,"‘Damn, That’s Crazy,’ Announces FEMA In Statement","WASHINGTON—Gawking at the widespread destruction caused by Hurricane Helene across much of the southeastern United States, the Federal Emergency Management Agency issued a statement Monday announcing, “Damn, that’s crazy.” “So much water, dude,” said administrator Deanne Criswell, who uploaded a YouTube compilation of flooding in the Carolinas, Georgia, and Florida to the homepage of FEMA.gov as several other FEMA officials gathered around her computer, exclaiming “Oh shit!” and begging her to replay the video.“Houses shouldn’t do that. That house is like a boat now. This is like Armageddon shit, man. Wait, have you guys seen the movieArmageddon?” At press time, reports confirmed the FEMA employees had moved on to watching clips fromArmageddon."
news,https://theonion.com/tips-for-cutting-back-on-streaming-subscriptions/,Tips For Cutting Back On Streaming Subscriptions,"Following price hikes made at Netflix and Max earlier this year, Disney will be increasing subscription costs for Hulu, ESPN+, and Disney+ beginning Oct. 17.The Onionshares tips for saving money on streaming.Instead of streaming entertainment, pay a group of local urchin children to dance for you at half the cost.Make your career and personal relationships so fulfilling that the mere idea of needing to watch movies and TV shows for entertainment starts to seem utterly ridiculous.Enlist in the military to be eligible for $2 off a regularly priced plan.Learn to make your own streaming shows from scratch.Best Buy’s TV department is currently showing a looping episode ofFriends.Move to North Korea and enjoy the four state-approved channels available to Pyongyang residents.Embrace the air of superiority that comes with informing others you don’t watch television of any kind.Ask your conjoined twin nicely if they would let you piggyback off their subscriptions.REI is having a sale on binoculars. Need we say more?Stop liking Pixar films. You’re 29 years old."
news,https://theonion.com/report-cars-in-other-lane-all-suckers/,Report: Cars In Other Lane All Suckers,"ACTON, MA—Finding a massive disparity in driver savviness across different parts of the road, a report released Monday confirmed that the cars in the other lane were all a bunch of suckers. “Look at those rubes just inching along like a funeral procession while this lane’s zipping past ’em like the Indy 500,” the report read in part, going on to speculate that those chumps over there must actually like sitting in bumper-to-bumper traffic all day, given that they had rejected the obvious superiority of the lane in which sources were reportedly cruising ahead without a care in the world. “Those cretins might as well be parked. They have no idea what they’re missing out on over here. So long, losers! Driving’s a lot more fun when you know how to pick the winning lane!” At press time, after the other lane became the faster of the two, a supplemental report was issued stating that the cars over there were a bunch of assholes who wouldn’t let anybody merge."
entertainment,https://theonion.com/the-onions-exclusive-interview-with-joaquin-phoenix-and-lady-gaga/,The Onion’s Exclusive Interview With Joaquin Phoenix And Lady Gaga,"Joaquin Phoenix and Lady Gaga star and sing  in the jukebox musicalJoker: Folie à Deux, the sequel to the controversial 2019 Academy Award-winning movie.The Onionsat down with the actors to discuss collaboration, chemistry, and craft.The Onion:How would you describe your relationship on set?Gaga: We had this really playful chemistry on set where I would say my lines and then Joaquin would say his but kind of weirdly.Phoenix: I’ve never seen this woman before in my life.The Onion:Was it fun to do a musical?Phoenix: Every film I’ve ever done has been a musical, and every line I’ve ever said has been singing.Gaga: No.The Onion:What was your favorite part about making this film?Phoenix and Gaga, simultaneously: Receiving financial compensation for our labor.The Onion:In what ways do the songs drive the plot forward?Gaga: Fortunately, the writers decided not to include a plot.The Onion:Do you have any fun behind-the-scenes stories to share?Phoenix: That is a private matter between me and the audience ofThe Tonight Show With Jimmy Fallon.The Onion:Fans were nervous you two might lack onscreen chemistry. How did you generate such an electric dynamic?Gaga: I have great natural chemistry with weird-looking white people.The Onion:What’s next for the Joker?Phoenix: Who? Oh, the clown guy. I think he’s dead."
entertainment,https://theonion.com/sabrina-carpenter-completes-mandatory-service-in-south-korean-military/,Sabrina Carpenter Completes Mandatory Service In South Korean Military,"SEOUL, SOUTH KOREA—Following the conclusion of her 18-month hiatus from music, pop star Sabrina Carpenter confirmed Wednesday that she had completed her mandatory South Korean military service. “It was the honor of a lifetime to do my patriotic duty by serving in the Republic of Korea’s armed forces, but I’m looking forward to my next chapter,” said Carpenter, who emphasized that she had learned a lot about herself during her time completing basic training, learning to operate field artillery, and serving as a guard in the demilitarized zone. “I’m so grateful to my fans for their patience and for keeping me in their thoughts. New music and even a tour is coming soon. Plus, my hair has finally grown out from that buzz cut, and it looks great. Stay tuned!” At press time, pop fans were reportedly crossing their fingers that Chappell Roan and Tate McRae would be discharged next."
entertainment,https://theonion.com/pbs-already-had-maggie-smith-marathon-scheduled-for-today/,PBS Already Had Maggie Smith Marathon Scheduled For Today,"ARLINGTON, VA—Admitting they had not been keeping up on recent news about the venerable British actress, PBS officials told reporters Friday that they already had a Maggie Smith–themed marathon planned for today. “Yes, we have been receiving quite a few messages about our regularly scheduledWeekend Of Dame Maggiemarathon,” said PBS spokeswoman Sandra Ryan, describing the three-day television event as the perfect way to honor the grand dame of stage and screen’s “contributions to the art of acting” through hours of her dry wit and inimitable presence in period dramas and stage adaptations from across her career. “We’re sure viewers are going to love her inOthello,A Room With A View,Gosford Park,Death On The Nile,Quartet,The Best Exotic Marigold Hotel, and, of course, a complete rerun of all six unforgettable seasons ofDownton Abbey. May she keep gracing our screens for years to come.” At press time, PBS released demographic analysis showing that hundreds of thousands of elderly aunts and grandmothers had already settled in to watch the marathon, as they did every year."
entertainment,https://theonion.com/what-to-know-about-the-golden-bachelorette/,What To Know About ‘The Golden Bachelorette’,"The Golden Bachelorette, the latest spin-off fromThe Bachelorfranchise, premiered Wednesday night on ABC. Here is everything you need to know about the reality dating series.Q: Why is it calledThe Golden Bachelorette?A: It tested better with audiences thanThe Bachelorette Who Will Likely Die in the Not Too Distant Future.Q: Who is the Golden Bachelorette?A: Joan Vassos competed inTheGolden Bachelorbut was benched due to an ACL injury. She returns to the franchise after a strong season competing in Junior College Bachelor.Q: How old is she?A: Vassos is 61 years old, or 304 in television years.Q: Why is she trying to replace dad?A: She’s not, there is no replacement for your father, but she deserves a chance to be with someone and find happiness again, okay?Q: How is the show breaking stereotypes about aging?A: The show will serve as proof that you can find social media fame at any stage of life.Q: What do the contestants hope to get out of this?A: They’re hoping one of the PAs can help unlock their iPhone.Q: Will she find love?A: If you’re genuinely asking that, the entire ABC comms team deserves a raise."
entertainment,https://theonion.com/most-shocking-takeaways-from-hbos-new-sopranos-documentary/,Most Shocking Takeaways From HBO’s New ‘Sopranos’ Documentary,"In celebration of the series’s 25th anniversary, HBO has releasedWise Guy: David Chase And The Sopranos, a new two-part documentary about the making of the series featuring interviews with the creator, cast, and crew.The Onionshares the most shocking takeaways from the documentary.David Chase originally wroteThe Sopranosas a feature film: Only when he did the math did he realize eight years of money was way more than one year of money.Edie Falco was a last-minute addition: The role of Carmela Soprano was originally supposed to be played by James Gandolfini in a wig.Tony Soprano dies at the end of his life: Though Chase doesn’t specify when it happens, he finally does let it drop that Tony Soprano’s death does come at some point during the end of the character’s existence on Earth.The ducks are a metaphor for geese: The famous ducks in Tony’s pool actually symbolize a totally different species of waterfowl.There were no pranks: You’d think that on a long-running show like that there would be at least a couple fun on-set pranks. What a bunch of self-serious assholes.Paulie Walnuts was operated by three puppeteers simultaneously: The Emmy Award-winning animatronic is considered one of the Jim Henson Company’s finest achievements.Mom canceled the family Max subscription: Cheapskate.HBO created Sunday as a new way to market the show: Much of the show’s success can be traced back to HBO having the only show available to watch during this brand new time slot.James Gandolfini performed his own stunts: Every time Gandolfini is seen eating cold pasta from the fridge, it’s really him, not a stunt double.In the season finale ending, the viewer is meant to assume Tony has been circumcised: This theory has been all but confirmed by the show’s creators."
entertainment,https://theonion.com/are-we-living-in-a-golden-age-of-meaningless-questions/,Are We Living In A Golden Age Of Meaningless Questions?,Content not found
entertainment,https://theonion.com/our-devices-theyre-listening-sure-but-do-they-really-get-us/,"Our Devices: They’re Listening, Sure, But Do They Really Get Us?",Content not found
entertainment,https://theonion.com/chappell-roan-we-hid-in-the-alley-behind-her-hotel-knocked-out-a-concierge-on-his-smoke-break-stole-his-uniform-used-it-to-sneak-into-the-kitchen-and-hid-inside-her-room-service-trolley-and-she/,"Chappell Roan: We Hid In The Alley Behind Her Hotel, Knocked Out A Concierge On His Smoke Break, Stole His Uniform, Used It To Sneak Into The Kitchen, And Hid Inside Her Room Service Trolley, And She Was A Complete, Ungrateful Bitch About It",Content not found
entertainment,https://theonion.com/acts-of-profound-and-unspeakable-evil-get-a-bad-rap-do-1851587488/,Acts Of Profound And Unspeakable Evil Get A Bad Rap: Do They Really Deserve It?,Content not found
entertainment,https://theonion.com/the-rise-of-the-ethereal-specter-dad-why-more-fathers-1851550566/,The Rise Of The Ethereal Specter Dad: Why More Fathers Are Choosing To Pass On And Watch Over Their Families From A Higher Astral Plane,Content not found
entertainment,https://theonion.com/why-gen-z-is-obsessed-with-this-enchanting-woodwind-tun-1851293694/,Why Gen Z Is Obsessed With This Enchanting Woodwind Tune That Lures Them Into The Woods In The Dark Of Night,Content not found
entertainment,https://theonion.com/he-s-no-brad-pitt-brad-pitt-at-60-1851274548/,He’s No Brad Pitt: Brad Pitt At 60,Content not found
entertainment,https://theonion.com/could-the-couch-kill-the-chair-industry-1851235108/,Could The Couch Kill The Chair Industry?,Content not found
entertainment,https://theonion.com/horrified-taylor-swift-realizes-football-happens-every-year/,Horrified Taylor Swift Realizes Football Happens Every Year,"KANSAS CITY, MO—Growing increasingly alarmed as she stared at her boyfriend Travis Kelce’s upcoming 2024 schedule, a horrified Taylor Swift reportedly realized for the first time Friday that football happens every year. “So football…that’s not just a thing Travis did last fall for a couple of months—that’s something that’s going to happen again and again?” said a wincing, shuddering Swift, who added that she had assumed she would never again need to dress up in Chiefs merchandise, buy out stadium boxes, or hang out in Kansas City after Kelce and his team won the Super Bowl last year. “Oh wow. I thought Brittany Mahomes was joking when she said she’d see me again soon. How many games are there this year? 17? And that’s not counting the playoffs. Hoo boy. Guess I better start scheduling more stops on the Eras tour.” At press time, Swift was seen googling how long it took for CTE to kick in and end a football player’s career forever."
entertainment,https://theonion.com/joey-chestnut-eats-entire-cast-of-stranger-things-in-under-10-minutes/,Joey Chestnut Eats Entire Cast Of ‘Stranger Things’ In Under 10 Minutes,"LAS VEGAS—In a triumphant victory over longtime rival Takeru Kobayashi during a live-streamed Netflix special, competitive eater Joey Chestnut reportedly ate the entire cast ofStranger Thingsin under 10 minutes Thursday. “There were times in there when I didn’t know if I’d be able to choke down another one of those kids, but I just kept drenching them in water and sucking down as many of them as I could,” Chestnut said in a post-competition interview for the special, entitledChestnut vs. Stranger Things: The Final Chow-Down,in which he credited years of training for his ability to eat 83 cast members and extras from the science-fiction series, including Maya Hawke, Finn Wolfhard, and Millie Bobby Brown. “The rules make it so their clothes have to stay on, which takes up a ton of space in your stomach. There’s also all the gristle you have to spit out. But when I saw Kobayashi sliding David Harbour down his throat without even chewing, I knew I needed to keep pushing. Obviously, we’ve had our differences, but Takeru really inspires me to get better, y’know?” The special ended with confetti showering down on Chestnut as officials certified that he had broken his own 2020 record for eating the entire cast ofOuter Banks."
entertainment,https://theonion.com/the-onion-reviews-the-fast-and-the-furious/,The Onion Reviews ‘The Fast And The Furious’,Content not found
entertainment,https://theonion.com/artist-profile-sabrina-carpenter/,Artist Profile: Sabrina Carpenter,"Sabrina Carpenter, the artist behind summer hits “Espresso”and “Please Please Please,” recently released her highly anticipated sixth studio album,Short n’ Sweet, to critical acclaim.The Onionshares what you need to know about the singer.Birth Name: Disney Project 874CGenre: BlondeHeight: 6-foot-7 with a 7-foot wingspanVocal Style: Precision-tooled breezinessSongwriting Technique: Gun pointed at Jack AntonoffMost Famous Lyric: “’Tis I, the coming of the dawn.”Cheat Meal: Licking a printed photo of mac and cheeseDream Collaborator: Vladimir Nabokov"
entertainment,https://theonion.com/health-experts-recommend-doing-exact-opposite-of-whatever-simon-cowell-doing-to-his-body/,Health Experts Recommend Doing Exact Opposite Of Whatever Simon Cowell Doing To His Body,"CHICAGO—Warning that the bizarre proportions of his physique and odd sheen of his skin were clear signs that something must be wrong, health experts from the American Medical Association recommended Friday that people do the exact opposite of whatever Simon Cowell has been doing to his body. “We are not sure what he’s doing, but whatever his diet or exercise routine is, do the farthest thing from that just to be safe,” said Dr. Hillary Cabrera, who noted that the appearance of Cowell’s skin, hair, eyes, chin, and shoulders were a clear warning sign that Americans should avoid at all costs. “There are a lot of weird lumps and flat parts where there shouldn’t be. He’s probably very dehydrated, or maybe he’s drinking way, way too much water? Just look at a photo of Simon Cowell, take your best guess at whatever the opposite of that is, and even if you aren’t exactly right, we’re sure you’ll live a long and healthy life.” Cabrera added that as a blanket rule people should refrain from injecting anything into their skin, because that was definitely at least part of what was going on there."
entertainment,https://theonion.com/glen-powell-opens-up-about-dangerous-stunt-work-filming-with-sydney-sweeneys-breasts/,Glen Powell Opens Up About Dangerous Stunt Work Filming With Sydney Sweeney’s Breasts,"AUSTIN, TX—Giving his fans a glimpse behind the scenes of his work as a top Hollywood leading man, Glen Powell opened up to reporters Friday about doing his own dangerous stunts while filming with Sydney Sweeney’s breasts on the set of last year’s hit rom-comAnyone But You. “None of that was CGI—I was really being pummeled by those things,” said the 35-year-old star, who explained that the movie’s producers opted to shoot his scenes live with Sweeney’s actual breasts rather than having him perform alone in front of a green screen and adding the cleavage in post-production. “I came home from the set pretty beaten up every day, but it was worth it to get those raw reactions to the breasts in real time. It’s stressful, though, because a single mistake in the blocking of a scene can put you in the hospital. Thankfully, we had a lot of stunt professionals working with us to make sure nothing too serious happened—although I did get a black eye from the left one.” Powell added that his mentor Tom Cruise had given him a lot of helpful advice from his experience filming with Salma Hayek."
entertainment,https://theonion.com/hgtv-not-fucking-around-with-show-called-straight-white-gentrifiers/,HGTV Not Fucking Around With Show Called ‘Straight White Gentrifiers’,"KNOXVILLE, TN—Telling viewers to nut the hell up because the channel wasn’t fucking around, Home and Garden Television announced Friday that it had released a new show calledStraight White Gentrifiers.“Big news HGTV fans: We’re done acting like total fucking pussies, and this September,Straight White Gentrifiersis going right for the jugular,” said HGTV programming executive Loren Ruch, adding that the series would follow an attractive 28-year-old heteronormative Caucasian couple on their mission to violently displace minorities across New England. “Callie and Jeff have one goal, which is to buy homes in Black and Hispanic neighborhoods, evict their tenants, and then ensure that home prices become so inflated they can never return. Also, they’ll make a fuck-ton of cash. And you slobbering morons will eat that shit up.”Straight White Gentrifiersreportedly proved so popular with test audiences that it has already been spun off into several new series, includingChristian Fundamentalists Do Home Stuff On A FarmandOne For The Black Viewers."
entertainment,https://theonion.com/the-onion-s-exclusive-interview-with-blake-lively-and-r-1851615998rev1723128943516/,The Onion’s Exclusive Interview With Blake Lively And Ryan Reynolds,"Actors Blake Lively and Ryan Reynolds have been busy doing press for their respective summer releases, the romantic dramaIt Ends With Usand the Marvel blockbusterDeadpool & Wolverine. The Onionsat down with the Hollywood power couple to discuss parenting, their business endeavors, and what fans can look forward to next.The Onion: So, you two are still together, huh?Reynolds: According to my Wikipedia entry, it seems we are!The Onion: What are you most proud of?Reynolds: Aviation Gin.Lively: Three of our four children.The Onion: Many fans have described your relationship as “couple goals.” Which celebrity couple do you aspire to emulate?Reynolds: Ryan Reynolds and Scarlett Johansson, in the summer of 2009, when the world was bright and new.Lively: Age gaps are always hard to navigate, but Woody Allen and Soon-Yi Previn have made it look easy for decades.The Onion: What would surprise people the most to learn about your spouse?Lively: The contents of this dossier. It’s not safe for me to say more here, but his reign of terror must end. It’s in your hands now. Godspeed.Reynolds: She likes her scrambled eggs with a half-tablespoon of crème fraîche.The Onion: Any plans to work on more projects together?Lively: We’d love to rule a small European country, but the timing hasn’t worked out so far.The Onion: Can you describe your perfect date night?Reynolds: Definitely. I think we’d start the night at a Wrexham AFC soccer game, taking advantage of Mint Mobile’s $15-a-month unlimited talk and text plan to wish our kids goodnight.Lively: After that, we’d enjoy a nice glass of Betty Buzz premium soda, followed by a Betty Booze premium cocktail, if we’re feeling rowdy. Then we’d settle down for the night with a Blake Brown Fundamental Strengthening Mask or Rich Reset Pre-Shampoo Mask.The Onion: Ryan, aside from Deadpool, who is your favorite Marvel superhero?Reynolds: Anyone Glen Powell isn’t already attached to play.The Onion: Who’s the romantic in your relationship?Lively and Reynolds: Hugh Jackman.The Onion: What is the weirdest piece of tabloid gossip you have ever seen about yourselves?Reynolds: That one of us had let ourselves go—when actually, we’re both stunningly attractive movie stars.Lively: That I threw a dog in the ocean and left it. It was a lake!The Onion: Can you talk about some of your favorite times trolling each other on social media?Lively: I made a burner account and spread rumors Ryan was operating a child sex-trafficking ring, causing him to be harassed for months by QAnon neo-Nazis.Reynolds: I doxxed Blake’s parents.The Onion: Before we wrap this up, is there anything you would like to surprise us with?Reynolds: Would I be Ryan Reynolds without an unnecessary cameo?Neil deGrasse Tyson: Hello."
entertainment,https://theonion.com/r-kelly-petitions-supreme-court-to-watch-him-pee-1851619802rev1723482404693/,R. Kelly Petitions Supreme Court To Watch Him Pee,"BUTNER, NC—In their latest attempt to have the “Ignition (Remix)” singer’s 2022 conviction for child pornography overturned, attorneys for disgraced R&B star R. Kelly petitioned the U.S. Supreme Court on Monday to watch him pee. “Today we ask the court to grant review in this case so that Mr. Robert Kelly is given the opportunity to pee in front of the honorable justices while they watch,” defense attorney Jennifer Bonjean wrote in a petition for certiorari, noting that R. Kelly had already filed a preliminary motion for the exposure of his penis in open court. “It is our belief that the federal judiciary should not infringe upon the defendant’s right to spray his golden shower before the bench. To deny this appeal would be to undermine the First Amendment’s guarantee of free expression as it applies to Mr. Kelly’s exercise of limitless, unfettered pissing at any time and place of his choosing.” At press time, sources confirmed R. Kelly’s lawyers had withdrawn the petition at their client’s request after he discovered all nine Supreme Court justices were above the age of consent."
entertainment,https://theonion.com/artist-profile-charli-xcx-1851612287/,Artist Profile: Charli XCX,"Charli XCX, the artist behind the albumBratand the “brat summer” phenomenon, made headlines after endorsing presidential candidate Kamala Harris.The Onionshares what you need to know about the singer-songwriter.Birth Name:Charles Entertainment CheeseBirthplace:Myspace Office of Research and DevelopmentVocal Style:Singing into electric fanEye Color:DilatedMost Frequent Collaborator:Girl in next bathroom stall overFashion Aesthetic:Goth SlimerFandom Name:Crucial voting blocHabitat:Warm, open brushlands bordering on rivers and streamsMost Famous Feud:John Williams, after edging him out for job composingBottomssoundtrack"
